,Name,Road Name,Street Number,Neighborhood ID,Neighborhood Name,District ID,District Name,ZipCode,Service Type,geo_epgs_25831_x,geo_epgs_25831_y,Latitude,Longitude,Simple Service Type
382,Centre Profesional de Música Liceu,Pl Urquinaona,11.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8010,Music School,430870.0348808639,4582228.590535625,41.388617744369554,2.173145777606978,Music School
383,Escola de Música Nostra Senyora de Lurdes,Via Augusta,73.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,Music School,429011.9866629886,4583547.076288042,41.40033102467106,2.1507696680349047,Music School
384,Centre Educatiu Salesià de Sant Josep,C Rocafort,42.0,10,Sant Antoni,2,Eixample,8015,"Kindergarten, Primary & Secondary School",429424.3141907065,4581001.58621176,41.37744098695092,2.155998402994959,General School (with kindergarten)
385,Centre Educatiu Pare Manyanet,Trav Corts,331.0,19,les Corts,4,Les Corts,8029,"Kindergarten, Primary & Secondary School",427942.9083237398,4582269.622524098,41.38873041314552,2.138133652817682,General School (with kindergarten)
386,Centre Educatiu Piaget,C Llobregós,194.0,37,el Carmel,7,Horta-Guinardó,8032,"Kindergarten, Primary & Secondary School",429179.6495184345,4585997.412432579,41.4224150229954,2.1524884094613337,General School (with kindergarten)
387,Aula Escuela Europea,Av Mare de Déu de Lorda,34.0,21,Pedralbes,4,Les Corts,8034,"Kindergarten, Primary & Secondary School",425370.1560942516,4583333.766584511,41.39808006912545,2.107233656835713,General School (with kindergarten)
388,Institut de Bioenginyeria de Catalunya,C Baldiri Reixac,10.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426126.9761371306,4581527.502374123,41.38188173843909,2.116506436518207,University
389,Centre de Tecnologies i Aplicacions del Llenguatge i la Parla,Jordi Girona,1.0,21,Pedralbes,4,Les Corts,8034,University,425980.2854158732,4582197.376805042,41.38790151896208,2.1146704334958524,University
390,Barcelona Supercomputing Center - Centro Nacional de Supercomputación,Plaça d'Eusebi Güell,1.0,21,Pedralbes,4,Les Corts,8034,University,426041.242,4582420.286,41.38991476928731,2.115372219417795,University
391,Escola d'Enginyeria de Barcelona Est - UPC,Avinguda d'Eduard Maristany,16.0,70,el Besòs i el Maresme,10,Sant Martí,8019,University,434982.80739594856,4584858.970695247,41.41265194774744,2.2220511148010376,University
392,Diapasó Centre Musical,Roger,17.0,17,Sants - Badal,3,Sants-Montjuïc,8028,Music School,426986.6899002936,4580968.777014289,41.376928002703615,2.126854449640898,Music School
393,Centre Educatiu Maristes Sants - Les Corts,C Vallespir,160.0,19,les Corts,4,Les Corts,8014,"Kindergarten, Primary & Secondary School",427663.6841756975,4581627.969725936,41.38292623820122,2.134870861542838,General School (with kindergarten)
394,Universitat Abat Oliba CEU,C Bellesguard,30.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,University,427020.7957638943,4584679.493821048,41.41035194077694,2.1268151064605028,University
395,Escola Sant Martí,C Sant Joan de Malta,130.0,68,el Poblenou,10,Sant Martí,8018,Kindergarten & Primary School,432949.3043195917,4583987.993791291,41.4046402299505,2.1978184408198067,Kindergarten & Primary School
396,Institut Superior Medicines Tradicionals,Carrer de Floridablanca,18.0,10,Sant Antoni,2,Eixample,8015,Secondary School & FP,429346.596,4580818.605,41.375786116082566,2.15509041156104,High School
397,Centre Educatiu AIES,C Comte de Salvatierra,5.0,26,Sant Gervasi - Galvany,5,Sarrià-Sant Gervasi,8006,FP,429295.9779966915,4583104.50866446,41.39637000478218,2.1542183847229475,FP
398,Facultat de Nàutica - UPC,Pla Palau,18.0,3,la Barceloneta,1,Ciutat Vella,8003,University,431812.6708592076,4581533.647508763,41.38243904810675,2.184497630278131,University
399,Centre Educatiu CETT,Av Can Marcet,36.0,41,la Vall d'Hebron,7,Horta-Guinardó,8035,FP,428831.16560923634,4587381.555872099,41.43485061254671,2.1481555754807795,FP
400,"I2CAT, Internet i Innovació Digital a Catalunya",C Gran Capità,2.0,21,Pedralbes,4,Les Corts,8034,University,425684.87730108434,4582134.606352726,41.38730893666497,2.111145245219858,University
401,Institut Front Marítim,C Espronceda,18.0,68,el Poblenou,10,Sant Martí,8005,Secondary School,433867.76544259087,4583754.944244999,41.40261729172288,2.208831181586877,High School
402,Centre de Formació Professional Martí-Codolar,Carrer de l'Amor,2.0,42,la Clota,7,Horta-Guinardó,8035,FP,429070.5556814,4586561.32791978,41.42748434998551,2.151116863474216,FP
403,Metàfora Centre d'Estudis d'Art-Teràpia,Papin,29.0,18,Sants,3,Sants-Montjuïc,8028,University,427491.5619594692,4581115.506690729,41.37829519044735,2.132873852906906,University
404,Escola Aldana,Carrer d'Aldana,1.0,10,Sant Antoni,2,Eixample,8015,Kindergarten & Primary School,430232.2443803526,4580781.298529834,41.37552737856383,2.165684658297076,Kindergarten & Primary School
405,"CEV, Centre de Comunicació, Imatge i So",Carrer del Perú,174.0,71,Provençals del Poblenou,10,Sant Martí,8020,Informatics Training,433239.842,4584813.714,41.41210144132233,2.201202960160327,Informatics Training
406,Centre Educatiu Mare de Déu de Núria,C Mallorca,598.0,64,el Camp de l'Arpa del Clot,10,Sant Martí,8026,"Kindergarten, Primary & Secondary School",431916.3242135977,4584686.4967736,41.41084460865554,2.1853826731105084,General School (with kindergarten)
407,Centre Educatiu FEP Santíssima Trinitat,C Mare Déu Lorda,3.0,57,la Trinitat Vella,9,Sant Andreu,8033,"Kindergarten, Primary & Secondary School",432444.2912036578,4589082.307047884,41.45048074624148,2.1912078909633537,General School (with kindergarten)
408,Escola Pia Sant Antoni,Rda Sant Pau,72.0,1,el Raval,1,Ciutat Vella,8001,"Kindergarten, Primary, Secondary School & FP",430123.9253763675,4581057.224814002,41.378003162355824,2.164357651526934,General School (with kindergarten)
409,Escola Torrent de Can Carabassa,Carrer del Llobregós,17.0,36,la Font d'en Fargues,7,Horta-Guinardó,8032,Kindergarten & Primary School,430055.5569055908,4586521.278509454,41.42721001240695,2.1629087689242863,Kindergarten & Primary School
410,Centre Educatiu Sant Francesc Xavier,C Bòbila,26.0,11,el Poble-sec,3,Sants-Montjuïc,8004,"Kindergarten, Primary & Secondary School",429592.6216676808,4580459.138542262,41.372570080494505,2.1580739573232206,General School (with kindergarten)
411,Centre Educatiu Sant Marc de Sarrià,Carrer de Carrasco i Formiguera,12.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017,"Kindergarten, Primary & Secondary School",426669.22738431534,4583735.001955256,41.40181333539779,2.122723553390357,General School (with kindergarten)
412,Programa d'Estudis Independents,Pl Àngels,1.0,1,el Raval,1,Ciutat Vella,8001,University,430347.9170788345,4581634.635224572,41.38322313755374,2.166969712908759,University
413,Centre Educatiu FEP Mare Alfonsa Cavín,Av Rasos de Peguera,57.0,55,Ciutat Meridiana,8,Nou Barris,8033,"Kindergarten, Primary & Secondary School",431113.9218781678,4590205.774842327,41.46048628256781,2.1751537897804525,General School (with kindergarten)
414,Escola de Gemmologia,C Martí i Franquès,2.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426398.6264363182,4581801.05176377,41.38437037725497,2.1197216758551365,University
415,Campus Docent Sant Joan de Déu - Fundació Privada,C Miret i Sans,10.0,21,Pedralbes,4,Les Corts,8034,University,425723.98782802006,4582555.473254889,41.39110310485633,2.1115613711320567,University
416,Institut Organització Control Sistemes Industrials,Av Diagonal,647.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426035.4439730002,4581773.127957006,41.38408557109426,2.1153818887824603,University
417,Facultat de Filosofia - UB,C Montalegre,6.0,1,el Raval,1,Ciutat Vella,8001,University,430379.0357577841,4581724.135357528,41.38403193047776,2.167331566974877,University
418,Facultat de Ciències de la Comunicació - UIC,C Immaculada,22.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8017,University,426716.4668234499,4584203.063400844,41.406033260654574,2.123231960089889,University
419,Institut Pedralbes,Av Esplugues,40.0,21,Pedralbes,4,Les Corts,8034,Secondary School & FP,425238.0756659177,4582036.157214868,41.38638084973198,2.1058139935837232,High School
420,Institut La Sagrera Sant Andreu,Carrer de Fernando Pessoa,10.0,60,Sant Andreu,9,Sant Andreu,8030,Secondary School,432609.42629234,4587829.82023473,41.43921392279108,2.193324471337654,High School
421,Centre Educatiu Lys,C Puig-reig,9.0,27,el Putxet i el Farró,5,Sarrià-Sant Gervasi,8006,Kindergarten & Primary School,428379.81970093184,4584036.8323782375,41.40468599924156,2.143149911073567,Kindergarten & Primary School
422,Programa de Coeducació,C Sant Antoni Maria Claret,171.0,35,el Guinardó,7,Horta-Guinardó,8025,University,431211.3219929034,4585020.379375686,41.41379174747705,2.176910232352591,University
423,Centre Educatiu FEP L'Esperança,C Quito,25.0,58,Baró de Viver,9,Sant Andreu,8030,"Kindergarten, Primary, Secondary School & FP",433271.9872579461,4588664.5252803285,41.44678716758727,2.2011624839908794,General School (with kindergarten)
424,Centre Educatiu Montseny-Poblenou,C Pallars,410.0,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,8019,"Kindergarten, Primary & Secondary School",434018.07680787146,4584644.306601465,41.41063990102234,2.21053229696309,General School (with kindergarten)
425,Centre Educatiu La Salle Bonanova,Pg Bonanova,8.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,"Kindergarten, Primary & Secondary School",427490.3043031039,4584218.225419785,41.4062399904267,2.132487351954574,General School (with kindergarten)
426,Centre Educatiu Josep Pons,C Loreto,42.0,19,les Corts,4,Les Corts,8029,FP,428316.3306373176,4582536.353000989,41.39116611751545,2.1425680658577364,FP
427,Centre per a la Innovació Local,C Mallorca,244.0,7,la Dreta de l'Eixample,2,Eixample,8008,University,429920.926000876,4582734.497404198,41.39309214642118,2.16173623805482,University
428,Grup de Tecnologia Musical,Carrer de Tànger,122.0,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,8018,University,432673.042,4583881.157,41.40365489256486,2.194525488265476,University
429,Centre de Disseny d'Equips Industrials,C Llorens i Artigas,4.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426088.55448720185,4581634.29532349,41.38284004736482,2.1160339544499878,University
430,Centre de Desenvolupament Electrònic i Informàtic,C Quatre Camins,30.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,University,427290.6671651552,4584575.7108910885,41.40944167227188,2.1300561885083784,University
431,Fundació CIM,C Llorens i Artigas,4.0,20,la Maternitat i Sant Ramon,4,Les Corts,8028,University,426088.55448720185,4581634.29532349,41.38284004736482,2.1160339544499878,University
432,Centre d'Ensenyament Musical Barcelona,G.V. Corts Catalanes,498.0,10,Sant Antoni,2,Eixample,8015,Music School,429527.9261056407,4581371.928618584,41.38078561863176,2.15719428653302,Music School
433,Centre Educatiu Maria Auxiliadora,C Sepúlveda,67.0,10,Sant Antoni,2,Eixample,8015,Primary School,429429.40111658187,4581119.144065334,41.378500237499885,2.156045542288389,Primary School
434,Institut Diagnosi Ambiental i Estudis de l'Aigua,C Jordi Girona,18.0,21,Pedralbes,4,Les Corts,8034,University,426003.0321995832,4582175.518023312,41.38770673949005,2.114945140444898,University
435,Escola de Música Juan Pedro Carrero,C Carme,15.0,1,el Raval,1,Ciutat Vella,8001,Music School,430668.0649834884,4581551.797098837,41.38250469332915,2.170807735012897,Music School
436,Centre Educatiu Stucom Pelai,C Pelai,8.0,1,el Raval,1,Ciutat Vella,8001,FP,430210.9323509744,4581921.9513924215,41.38579903052059,2.165298464715733,FP
437,Institut d'Investigacions Biomèdiques de Barcelona,C Rosselló,161.0,8,l'Antiga Esquerra de l'Eixample,2,Eixample,8036,University,429213.6579352169,4582445.690074615,41.39042902342673,2.1533107565639185,University
438,Escola Alexandre Galí,Passeig Marítim de la Barceloneta - Oriol Bohigas,11.0,3,la Barceloneta,1,Ciutat Vella,8003,Kindergarten & Primary School,432551.1287075016,4581395.406006126,41.38125618970832,2.1933439332206177,Kindergarten & Primary School
439,Centre Educatiu Alfageme,Pg Zona Franca,198.0,13,la Marina de Port,3,Sants-Montjuïc,8038,Kindergarten & Primary School,427980.4666073941,4579239.630110648,41.36144375397313,2.1389428255750764,Kindergarten & Primary School
440,Escola Baixeras,C Salvador Aulet,1.0,2,el Barri Gòtic,1,Ciutat Vella,8002,Kindergarten & Primary School,431420.311663264,4581585.264925634,41.38287060220196,2.179799736381276,Kindergarten & Primary School
441,Escola Josep Maria Jujol,C Riera de Sant Miquel,39.0,31,la Vila de Gràcia,6,Gràcia,8006,Kindergarten & Primary School,429438.3465705756,4583307.985709356,41.39821515341866,2.1558975483762164,Kindergarten & Primary School
442,Centre Educatiu Reial Monestir de Santa Isabel,C Cardenal Sentmenat,1.0,23,Sarrià,5,Sarrià-Sant Gervasi,8017,"Kindergarten, Primary & Secondary School",426953.75972975575,4583229.187950401,41.39728359109981,2.126188139711606,General School (with kindergarten)
443,Escola Can Fabra,Carrer de Sant Adrià,20.0,60,Sant Andreu,9,Sant Andreu,8030,Kindergarten & Primary School,432395.6290474628,4587230.04407906,41.433793974354174,2.1908326284827284,Kindergarten & Primary School
444,Parc d'Innovació Tecnològica i Empresarial La Salle,C Quatre Camins,30.0,25,Sant Gervasi - la Bonanova,5,Sarrià-Sant Gervasi,8022,University,427290.6671651552,4584575.7108910885,41.40944167227188,2.1300561885083784,University
445,Escola de Música Ricoma i Fills,Entença,192.0,9,la Nova Esquerra de l'Eixample,2,Eixample,8029,Music School,428451.8104702125,4581832.700895679,41.3848406513124,2.1442715185263457,Music School
446,Facultat de Psicologia - UB,Pg Vall d'Hebron,171.0,40,Montbau,7,Horta-Guinardó,8035,University,428548.1582904488,4587689.215815345,41.43759643674505,2.1447321476703194,University
447,Centre Educatiu Santa Dorotea,Pg Sant Joan Bosco,24.0,24,les Tres Torres,5,Sarrià-Sant Gervasi,8017,"Kindergarten, Primary & Secondary School",427190.6175195074,4582807.306116993,41.39350536143271,2.129071949183403,General School (with kindergarten)
448,Universitat Progressista d'Estiu de Catalunya,Via Laietana,16.0,4,"Sant Pere, Santa Caterina i la Ribera",1,Ciutat Vella,8003,University,431399.054,4581654.983,41.38349672051972,2.1795376304761573,University
449,Centre Educatiu Dominiques de Barcelona,C Mallorca,349.0,7,la Dreta de l'Eixample,2,Eixample,8013,"Kindergarten, Primary & Secondary School",430722.98003778886,4583552.024594604,41.40052483409696,2.171235652839304,General School (with kindergarten)
450,Escola Orlandai,C Domínguez i Miralles,1.0,23,Sarrià,5,Sarrià-Sant Gervasi,8034,Kindergarten & Primary School,426376.6333337172,4583247.105650462,41.39739233524259,2.119282896108102,Kindergarten & Primary School
451,Escola Palma de Mallorca,Pg Ciutat de Mallorca,31.0,45,Porta,8,Nou Barris,8016,Kindergarten & Primary School,431286.7848213026,4587170.067440062,41.43315968004247,2.1775688179429284,Kindergarten & Primary School
452,Escola Patronat Domènech,C Gràcia,7.0,31,la Vila de Gràcia,6,Gràcia,8012,Kindergarten & Primary School,429632.0366845281,4583327.116563104,41.39840443152677,2.1582121264591376,Kindergarten & Primary School
453,Institut Narcís Monturiol *Harmonia,C Harmonia,1.0,40,Montbau,7,Horta-Guinardó,8035,Secondary School,428572.37817959685,4587103.787523738,41.432325901404695,2.145091216559758,High School
454,Escola Pau Vila,C Font Florida,95.0,14,la Font de la Guatlla,3,Sants-Montjuïc,8004,Kindergarten & Primary School,428302.5673442816,4579846.853249267,41.3669415521691,2.1427216285174966,Kindergarten & Primary School
455,Escola Provençals,C Perú,105.0,71,Provençals del Poblenou,10,Sant Martí,8018,Kindergarten & Primary School,432763.8900367076,4584409.335645652,41.40841964863956,2.1955535808082445,Kindergarten & Primary School
456,Centre Educatiu Providencia del Corazón de Jesús,C Scala Dei,1.0,43,Horta,7,Horta-Guinardó,8031,"Kindergarten, Primary & Secondary School",429660.60647451447,4587789.776068834,41.43860035733805,2.1580348887601595,General School (with kindergarten)
457,Escola Ramon Casas,Carrer del Platí,6.0,13,la Marina de Port,3,Sants-Montjuïc,8038,Kindergarten & Primary School,427595.96741360286,4578935.459999282,41.35866971685439,2.134382603401038,Kindergarten & Primary School
458,Escola  Pràctiques,C Melcior de Palau,138.0,18,Sants,3,Sants-Montjuïc,8014,Kindergarten & Primary School,427989.3870489826,4581442.608604518,41.38128597939545,2.1387878130180185,Kindergarten & Primary School
459,Escola Reina Violant,Carrer de Trilla,18.0,31,la Vila de Gràcia,6,Gràcia,8012,Kindergarten & Primary School,429205.563693278,4583969.721206578,41.40415469495062,2.1530357611950968,Kindergarten & Primary School
460,Centre Educatiu Sagrado Corazón *Ribes,C Ribes,65.0,5,el Fort Pienc,2,Eixample,8013,"Kindergarten, Primary & Secondary School",431778.179805865,4583450.6577978255,41.3997020797323,2.183869243060061,General School (with kindergarten)
461,Institut Milà i Fontanals,Pl Josep M Folch i Torres,1.0,1,el Raval,1,Ciutat Vella,8001,Secondary School,430352.3331914097,4580883.492557003,41.37645821131016,2.1671088482836027,High School
