Curs,Codi centre,Denominació completa,Codi municipi_5,Codi municipi_6,Nom municipi,Dones,Homes,Total
2023/2024,08040345,ESCOLA MERCÈ RODOREDA,08015,080155,BADALONA,15,1,16
2023/2024,08040333,ESCOLA BERNAT METGE,08169,081691,EL PRAT DE LLOBREGAT,15,2,17
2023/2024,08040141,INSTITUT ICÀRIA,08019,080193,BARCELONA,38,26,64
2023/2024,08040138,INSTITUT LA SEDETA,08019,080193,BARCELONA,23,12,35
2023/2024,08040060,ESCOLA DEL MAR,08219,082191,VILASSAR DE MAR,26,3,29
2023/2024,08040059,ESCOLA JOAN SALVAT I PAPASSEIT,08245,082457,SANTA COLOMA DE GRAMENET,30,3,33
2023/2024,08040047,CEE JOSEP SOL I RODRÍGUEZ,08245,082457,SANTA COLOMA DE GRAMENET,34,6,40
2023/2024,08039896,ESCOLA BELLATERRA,08266,082665,CERDANYOLA DEL VALLÈS,29,4,33
2023/2024,08039835,ESCOLA DE LES AIGÜES,08019,080193,BARCELONA,29,4,33
2023/2024,08039744,ESCOLA DEL PONT TRENCAT - ZER BAIX MONTSENY,08259,082592,SANTA MARIA DE PALAUTORDERA,5,0,5
2023/2024,08039719,ESCOLA LES PLANES,08105,081056,LA LLAGOSTA,22,4,26
2023/2024,08039707,ESCOLA TAGAMANENT,08088,080885,LA GARRIGA,12,4,16
2023/2024,08039690,ESCOLA GERMANS CORBELLA,08046,080462,CARDEDEU,24,5,29
2023/2024,08039677,ESCOLA CONGOST,08041,080410,CANOVELLES,32,5,37
2023/2024,08039665,ESCOLA LANASPA-GIRALT,08279,082798,TERRASSA,16,1,17
2023/2024,08039653,ESCOLA AGUSTÍ BARTRA,08279,082798,TERRASSA,31,3,34
2023/2024,08039641,ESCOLA PABLO PICASSO,08252,082520,BARBERÀ DEL VALLÈS,19,2,21
2023/2024,08039631,ESCOLA L'AGULLOLA,08901,089019,RUPIT I PRUIT,3,0,3
2023/2024,08039628,ESCOLA POMPEU FABRA,08112,081120,MANLLEU,32,5,37
2023/2024,08039616,ESCOLA CAMÍ DEL CROS,08121,081213,MATARÓ,28,3,31
2023/2024,08039604,ESCOLA FRANCESC FERRER I GUÀRDIA,08118,081189,EL MASNOU,14,3,17
2023/2024,08039598,ESCOLA SANT MIQUEL DEL CROS,08009,080095,ARGENTONA,9,1,10
2023/2024,08039586,ESCOLA L'ARJAU,08307,083073,VILANOVA I LA GELTRÚ,24,5,29
2023/2024,08039574,ESCOLA PAU SANS,08101,081017,L'HOSPITALET DE LLOBREGAT,15,1,16
2023/2024,08039562,ESCOLA PRAT DE LA MANTA,08101,081017,L'HOSPITALET DE LLOBREGAT,15,3,18
2023/2024,08039537,ESCOLA TORRENT D'EN MELIS,08019,080193,BARCELONA,22,6,28
2023/2024,08039525,ESCOLA LA SEDETA,08019,080193,BARCELONA,14,2,16
2023/2024,08039495,ESCOLA LA PALMERA,08019,080193,BARCELONA,26,6,32
2023/2024,08039483,ESCOLA ELS HORTS,08019,080193,BARCELONA,17,0,17
2023/2024,08039471,ESCOLA MERCÈ RODOREDA,08019,080193,BARCELONA,27,4,31
2023/2024,08039434,ESCOLA DOCTOR FERRAN I CLUA,08019,080193,BARCELONA,28,4,32
2023/2024,08039380,ESCOLA GERMANS AMAT I TARGA,08301,083015,VILADECANS,25,3,28
2023/2024,08039379,ESCOLA RAFAEL CASANOVA,08200,082009,SANT BOI DE LLOBREGAT,21,4,25
2023/2024,08039367,ESCOLA JOSEP PLA,08196,081960,SANT ANDREU DE LA BARCA,27,4,31
2023/2024,08039355,ESCOLA RAMON LLULL,08169,081691,EL PRAT DE LLOBREGAT,27,3,30
2023/2024,08039343,ESCOLA JOSEP FERRÀ I ESTEVA,08147,081477,OLESA DE MONTSERRAT,27,5,32
2023/2024,08039318,ESCOLA PUIGBERENGUER,08113,081136,MANRESA,31,2,33
2023/2024,08039306,ESCOLA ELS PINS - ZER EL MOIANÈS PONENT,08191,081918,SALLENT,4,1,5
2023/2024,08039291,ESCOLA CRISTÒFOR MESTRE,08305,083054,VILAFRANCA DEL PENEDÈS,29,5,34
2023/2024,08039288,ESCOLA RENAIXENÇA,08122,081228,MEDIONA,9,1,10
2023/2024,08039264,ESCOLA MESTRES MUNGUET-CORTÉS,08902,089024,VILANOVA DEL VALLÈS,24,1,25
2023/2024,08039203,INSTITUT AGUSTÍ SERRA I FONTANET,08187,081878,SABADELL,79,74,153
2023/2024,08039069,INSTITUT MARGARIDA XIRGU,08101,081017,L'HOSPITALET DE LLOBREGAT,37,22,59
2023/2024,08039057,INSTITUT L'ALZINA,08019,080193,BARCELONA,36,16,52
2023/2024,08038582,ESCOLA CATALUNYA,08187,081878,SABADELL,35,1,36
2023/2024,08038570,EOI DE BARCELONA,08019,080193,BARCELONA,76,25,101
2023/2024,08038351,ESCOLA XARAU,08266,082665,CERDANYOLA DEL VALLÈS,16,2,18
2023/2024,08038326,ESCOLA EL VALLÈS,08279,082798,TERRASSA,18,2,20
2023/2024,08038314,ESCOLA MARE DE DÉU DE MONTSERRAT,08279,082798,TERRASSA,17,3,20
2023/2024,08038284,ESCOLA LA GUÀRDIA,08263,082634,SANT VICENÇ DELS HORTS,14,4,18
2023/2024,08038272,ESCOLA GARCÍA LORCA,08250,082508,SANTA MARGARIDA DE MONTBUI,27,6,33
2023/2024,08038260,ESCOLA JOAN MARAGALL,08205,082055,SANT CUGAT DEL VALLÈS,29,4,33
2023/2024,08038259,ESCOLA ANTONI TÀPIES,08200,082009,SANT BOI DE LLOBREGAT,26,3,29
2023/2024,08038247,ESCOLA POMPEU FABRA,08302,083020,VILANOVA DEL CAMÍ,24,5,29
2023/2024,08038223,ESCOLA BENVIURE,08200,082009,SANT BOI DE LLOBREGAT,22,8,30
2023/2024,08038211,ESCOLA JOSÉ JUAN ORTIZ,08196,081960,SANT ANDREU DE LA BARCA,23,3,26
2023/2024,08038201,ESCOLA LA BAUMETA - ZER ELS CASTELLS,08253,082536,SANTA MARIA DE BESORA,2,0,2
2023/2024,08038181,ESCOLA SERRA I HÚNTER,08113,081136,MANRESA,29,6,35
2023/2024,08038171,ESCOLA MONTESSORI,08184,081846,RUBÍ,27,4,31
2023/2024,08038168,ESCOLA LA TORRETA,08181,081810,LA ROCA DEL VALLÈS,16,2,18
2023/2024,08038156,ESCOLA ESCURSELL I BARTALOT,08180,081803,RIPOLLET,27,2,29
2023/2024,08038090,ESCOLA SANT JAUME,08169,081691,EL PRAT DE LLOBREGAT,26,8,34
2023/2024,08038089,ESCOLA SANT ESTEVE - ZER EL CARDENER,08229,082299,SANT MATEU DE BAGES,5,1,6
2023/2024,08038077,ESCOLA CAN PARERA,08136,081363,MONTORNÈS DEL VALLÈS,20,3,23
2023/2024,08038065,ESCOLA MONTSENY,08124,081249,MOLLET DEL VALLÈS,27,2,29
2023/2024,08038041,ESCOLA FEDERICO GARCÍA LORCA,08124,081249,MOLLET DEL VALLÈS,7,3,10
2023/2024,08038031,ESCOLA ROSA SENSAT,08118,081189,EL MASNOU,15,2,17
2023/2024,08038004,ESCOLA JOSEP JANÉS,08101,081017,L'HOSPITALET DE LLOBREGAT,24,8,32
2023/2024,08037991,ESCOLA MARCEL·LÍ MORAGAS,08089,080898,GAVÀ,25,3,28
2023/2024,08037981,ESCOLA DE L'ESTANY - ZER EL MOIANÈS LLEVANT,08079,080790,L'ESTANY,3,2,5
2023/2024,08037978,ESCOLA SURIS,08073,080734,CORNELLÀ DE LLOBREGAT,24,4,28
2023/2024,08037966,ESCOLA IGNASI IGLÉSIAS,08073,080734,CORNELLÀ DE LLOBREGAT,28,4,32
2023/2024,08037930,ESCOLA MARGALLÓ,08056,080569,CASTELLDEFELS,20,3,23
2023/2024,08037929,ESCOLA TORRE BARONA,08056,080569,CASTELLDEFELS,21,6,27
2023/2024,08037917,ESCOLA JOAN MIRÓ,08041,080410,CANOVELLES,18,6,24
2023/2024,08037899,ESCOLA FOLCH I TORRES,08015,080155,BADALONA,17,4,21
2023/2024,08037887,ESCOLA BALDIRI REIXAC,08015,080155,BADALONA,24,6,30
2023/2024,08037875,ESCOLA RAFAEL CASANOVA,08015,080155,BADALONA,30,4,34
2023/2024,08037863,ESCOLA SEAT,08019,080193,BARCELONA,29,3,32
2023/2024,08037841,ESCOLA SPLAI,08019,080193,BARCELONA,15,2,17
2023/2024,08037814,ESCOLA ALEXANDRE GALÍ,08019,080193,BARCELONA,36,4,40
2023/2024,08037528,ESCOLA SANT DOMÈNEC,08251,082515,SANTA MARGARIDA I ELS MONJOS,14,2,16
2023/2024,08037504,ESCOLA MONTNEGRE,08202,082021,SANT CELONI,14,1,15
2023/2024,08037292,CEE CENTRE DE FORMACIÓ I TREBALL FLOR DE MAIG,08266,082665,CERDANYOLA DEL VALLÈS,17,10,27
2023/2024,08037206,INSTITUT LLUÍS COMPANYS,08180,081803,RIPOLLET,35,33,68
2023/2024,08037176,INSTITUT LA BASTIDA,08245,082457,SANTA COLOMA DE GRAMENET,67,30,97
2023/2024,08037152,INSTITUT JOAN ORÓ,08114,081141,MARTORELL,89,51,140
2023/2024,08036411,ESCOLA SALTELLS,08266,082665,CERDANYOLA DEL VALLÈS,20,2,22
2023/2024,08036391,INSTITUT ARQUITECTE MANUEL RASPALL,08046,080462,CARDEDEU,40,18,58
2023/2024,08036378,ESCOLA CHARLIE RIVEL,08101,081017,L'HOSPITALET DE LLOBREGAT,17,4,21
2023/2024,08036366,ESCOLA LOLA ANGLADA,08101,081017,L'HOSPITALET DE LLOBREGAT,18,3,21
2023/2024,08036342,ESCOLA JOAN LLONGUERAS,08015,080155,BADALONA,15,4,19
2023/2024,08036330,INSTITUT J.V. FOIX,08184,081846,RUBÍ,37,36,73
2023/2024,08036147,ESCOLA PAU PICASSO,08015,080155,BADALONA,19,7,26
2023/2024,08036135,ESCOLA JOAN CORET,08015,080155,BADALONA,24,5,29
2023/2024,08036111,ESCOLA MAS I PERERA,08305,083054,VILAFRANCA DEL PENEDÈS,30,4,34
2023/2024,08036101,ESCOLA SAGRADA FAMÍLIA,08245,082457,SANTA COLOMA DE GRAMENET,28,3,31
2023/2024,08036056,ESCOLA FOLCH I TORRES,08077,080771,ESPLUGUES DE LLOBREGAT,29,1,30
2023/2024,08036044,ESCOLA PAU VILA,08076,080765,ESPARREGUERA,27,4,31
2023/2024,08036007,ESCOLA PAU VILA,08211,082114,SANT FELIU DE LLOBREGAT,16,2,18
2023/2024,08035994,ESCOLA SALVADOR ESPRIU,08211,082114,SANT FELIU DE LLOBREGAT,24,5,29
2023/2024,08035969,ESCOLA JOAQUIM BLUME,08187,081878,SABADELL,23,6,29
2023/2024,08035957,ESCOLA CAN DEU,08187,081878,SABADELL,14,4,18
2023/2024,08035945,ESCOLA LA CARPA,08101,081017,L'HOSPITALET DE LLOBREGAT,42,10,52
2023/2024,08035881,ESCOLA L'ARENY,08073,080734,CORNELLÀ DE LLOBREGAT,30,3,33
2023/2024,08035878,ESCOLA PERE DE TERA,08015,080155,BADALONA,25,6,31
2023/2024,08035854,ESCOLA LLORENS I ARTIGAS,08015,080155,BADALONA,27,2,29
2023/2024,08035696,ESCOLA SANT JULIÀ,08187,081878,SABADELL,18,2,20
2023/2024,08035684,ESCOLA MARIÀ MANENT,08230,082303,PREMIÀ DE DALT,27,4,31
2023/2024,08035623,CEE JERONI DE MORAGAS,08266,082665,CERDANYOLA DEL VALLÈS,16,2,18
2023/2024,08035544,CEE JOSEP PLA,08019,080193,BARCELONA,11,4,15
2023/2024,08035519,ESCOLA ANTONI GAUDÍ,08245,082457,SANTA COLOMA DE GRAMENET,32,5,37
2023/2024,08035477,ESCOLA SANTIAGO RUSIÑOL,08019,080193,BARCELONA,27,4,31
2023/2024,08035465,ESCOLA MARE NOSTRUM,08019,080193,BARCELONA,27,3,30
2023/2024,08035453,ESCOLA TOMÀS MORO,08019,080193,BARCELONA,17,0,17
2023/2024,08035441,ESCOLA CATALÒNIA,08019,080193,BARCELONA,25,6,31
2023/2024,08035431,ESCOLA BOGATELL,08019,080193,BARCELONA,26,4,30
2023/2024,08035428,ESCOLA LA FARIGOLA DEL CLOT,08019,080193,BARCELONA,25,7,32
2023/2024,08035416,ESCOLA JOSEP BOADA,08015,080155,BADALONA,30,4,34
2023/2024,08035404,ESCOLA JOAN MIRÓ,08015,080155,BADALONA,14,4,18
2023/2024,08035398,ESCOLA MIGUEL HERNÁNDEZ,08015,080155,BADALONA,14,6,20
2023/2024,08035362,INSTITUT ALT PENEDÈS,08305,083054,VILAFRANCA DEL PENEDÈS,50,45,95
2023/2024,08035350,ESCOLA SANT JOSEP,08263,082634,SANT VICENÇ DELS HORTS,25,4,29
2023/2024,08035349,INSTITUT LA ROMÀNICA,08252,082520,BARBERÀ DEL VALLÈS,63,32,95
2023/2024,08035325,INSTITUT TORRENT DE LES BRUIXES,08245,082457,SANTA COLOMA DE GRAMENET,38,23,61
2023/2024,08035313,INSTITUT QUERCUS,08218,082188,SANT JOAN DE VILATORRADA,42,31,73
2023/2024,08035301,INSTITUT DUC DE MONTBLANC,08184,081846,RUBÍ,50,30,80
2023/2024,08035295,INSTITUT PALAU AUSIT,08180,081803,RIPOLLET,33,58,91
2023/2024,08035283,ESCOLA REIXAC,08125,081252,MONTCADA I REIXAC,30,3,33
2023/2024,08035258,INSTITUT APEL·LES MESTRES,08101,081017,L'HOSPITALET DE LLOBREGAT,38,30,68
2023/2024,08035246,INSTITUT GELIDA,08091,080919,GELIDA,27,18,45
2023/2024,08035234,INSTITUT VIL·LA ROMANA,08088,080885,LA GARRIGA,47,16,63
2023/2024,08035222,INSTITUT MANUEL BLANCAFORT,08088,080885,LA GARRIGA,37,14,51
2023/2024,08035209,INSTITUT PABLO R. PICASSO,08019,080193,BARCELONA,30,20,50
2023/2024,08035167,INSTITUT BARCELONA-CONGRÉS,08019,080193,BARCELONA,34,17,51
2023/2024,08035155,INSTITUT ELS TRES TURONS,08006,080060,ARENYS DE MAR,38,25,63
2023/2024,08035143,INSTITUT MIQUEL MARTÍ I POL,08073,080734,CORNELLÀ DE LLOBREGAT,77,37,114
2023/2024,08035003,EA DE VIC,08298,082981,VIC,33,22,55
2023/2024,08034990,ESCOLA PARELLADA,08200,082009,SANT BOI DE LLOBREGAT,25,6,31
2023/2024,08034989,ESCOLA CATALUNYA,08194,081944,SANT ADRIÀ DE BESÒS,30,3,33
2023/2024,08034965,ESCOLA MARGARIDA XIRGU,08015,080155,BADALONA,33,6,39
2023/2024,08034904,ESCOLA EMILI CARLES I TOLRÀ,08051,080517,CASTELLAR DEL VALLÈS,15,1,16
2023/2024,08034862,ESCOLA AUSIÀS MARCH,08101,081017,L'HOSPITALET DE LLOBREGAT,17,2,19
2023/2024,08034850,ESCOLA PAU CASALS,08101,081017,L'HOSPITALET DE LLOBREGAT,33,11,44
2023/2024,08034837,ESCOLA BERNAT DESCLOT,08101,081017,L'HOSPITALET DE LLOBREGAT,15,4,19
2023/2024,08034795,ESCOLA HEUROM - ZER ALT LLUÇANÈS,08160,081607,PERAFITA,6,0,6
2023/2024,08034783,ESCOLA ELVIRA CUYÀS,08125,081252,MONTCADA I REIXAC,27,3,30
2023/2024,08034746,ESCOLA ROCAFONDA,08121,081213,MATARÓ,36,0,36
2023/2024,08034734,ESCOLA CAMÍ DEL MIG,08121,081213,MATARÓ,27,5,32
2023/2024,08034667,ESCOLA ESTEVE BARRACHINA,08270,082704,SITGES,30,6,36
2023/2024,08034643,INSTITUT LES VINYES,08245,082457,SANTA COLOMA DE GRAMENET,64,40,104
2023/2024,08034621,INSTITUT DE SALES,08301,083015,VILADECANS,64,33,97
2023/2024,08034606,INSTITUT BAIX MONTSENY,08202,082021,SANT CELONI,57,30,87
2023/2024,08034591,INSTITUT JOAN OLIVER,08187,081878,SABADELL,34,17,51
2023/2024,08034576,INSTITUT JOAN SALVAT I PAPASSEIT,08019,080193,BARCELONA,22,23,45
2023/2024,08034564,INSTITUT LES CORTS,08019,080193,BARCELONA,40,21,61
2023/2024,08034527,ESCOLA RAMON MUNTANER,08101,081017,L'HOSPITALET DE LLOBREGAT,16,1,17
2023/2024,08034497,ESCOLA L'ARAGAI,08307,083073,VILANOVA I LA GELTRÚ,18,3,21
2023/2024,08034461,ESCOLA BERNAT DE MOGODA,08260,082606,SANTA PERPÈTUA DE MOGODA,18,4,22
2023/2024,08034448,ESCOLA SANTA EULÀLIA,08231,082310,SANT PERE DE RIBES,25,5,30
2023/2024,08034412,ESCOLA CAN MASSALLERA,08200,082009,SANT BOI DE LLOBREGAT,13,4,17
2023/2024,08034400,ESCOLA ANTONI GAUDÍ,08200,082009,SANT BOI DE LLOBREGAT,16,0,16
2023/2024,08034382,ESCOLA RAMON LLULL,08184,081846,RUBÍ,24,6,30
2023/2024,08034357,ESCOLA VISTA ALEGRE,08121,081213,MATARÓ,14,2,16
2023/2024,08034333,ESCOLA LA LLÀNTIA,08121,081213,MATARÓ,25,5,30
2023/2024,08034321,ESCOLA TORRE LLAUDER,08121,081213,MATARÓ,18,2,20
2023/2024,08034278,ESCOLA VICENTE ALEIXANDRE,08114,081141,MARTORELL,25,1,26
2023/2024,08034266,ESCOLA JOAN MARAGALL,08101,081017,L'HOSPITALET DE LLOBREGAT,15,2,17
2023/2024,08034242,ESCOLA PABLO NERUDA,08101,081017,L'HOSPITALET DE LLOBREGAT,13,5,18
2023/2024,08034229,ESCOLA BONAVISTA,08051,080517,CASTELLAR DEL VALLÈS,14,2,16
2023/2024,08034217,INSTITUT BERNAT EL FERRER,08123,081234,MOLINS DE REI,67,68,135
2023/2024,08034205,INSTITUT LA GUINEUETA,08019,080193,BARCELONA,74,73,147
2023/2024,08034187,INSTITUT DOMÈNEC PERRAMON,08007,080076,ARENYS DE MUNT,41,12,53
2023/2024,08034138,INSTITUT POBLENOU,08019,080193,BARCELONA,50,35,85
2023/2024,08034126,ESCOLA PAU BOADA,08305,083054,VILAFRANCA DEL PENEDÈS,14,6,20
2023/2024,08034102,ESCOLA JOSEP MARIA MADORELL,08123,081234,MOLINS DE REI,16,2,18
2023/2024,08034096,ESCOLA ANTONI GAUDÍ,08056,080569,CASTELLDEFELS,24,7,31
2023/2024,08034084,ESCOLA CAN ROCA,08056,080569,CASTELLDEFELS,28,3,31
2023/2024,08034060,ESCOLA MOSSÈN CINTO VERDAGUER,08184,081846,RUBÍ,28,6,34
2023/2024,08034059,INSTITUT NICOLAU COPÈRNIC,08279,082798,TERRASSA,37,48,85
2023/2024,08034035,INSTITUT FEDERICA MONTSENY,08904,089045,BADIA DEL VALLÈS,30,22,52
2023/2024,08034011,INSTITUT FREDERIC MOMPOU,08263,082634,SANT VICENÇ DELS HORTS,43,18,61
2023/2024,17008134,EOI DE FIGUERES,17066,170669,FIGUERES,8,2,10
2023/2024,08034001,INSTITUT TERRA ROJA,08245,082457,SANTA COLOMA DE GRAMENET,47,17,64
2023/2024,08033997,ESCOLA PRIMAVERA,08245,082457,SANTA COLOMA DE GRAMENET,15,2,17
2023/2024,08033985,INSTITUT DE SANT JUST DESVERN,08221,082212,SANT JUST DESVERN,39,24,63
2023/2024,08033973,INSTITUT JAUME SALVADOR I PEDROL,08217,082172,SANT JOAN DESPÍ,34,28,62
2023/2024,08033961,INSTITUT RAFAEL CASANOVA,08200,082009,SANT BOI DE LLOBREGAT,46,26,72
2023/2024,08033948,ESCOLA ENRIC TATCHÉ I POL,08180,081803,RIPOLLET,25,6,31
2023/2024,08033924,INSTITUT PIUS FONT I QUER,08113,081136,MANRESA,36,30,66
2023/2024,08033912,INSTITUT MERCÈ RODOREDA,08101,081017,L'HOSPITALET DE LLOBREGAT,42,35,77
2023/2024,08033900,INSTITUT JOAN MIRÓ,08073,080734,CORNELLÀ DE LLOBREGAT,40,22,62
2023/2024,08033894,INSTITUT TERESA PÀMIES,08019,080193,BARCELONA,30,21,51
2023/2024,08033869,INSTITUT PAU CASALS,08015,080155,BADALONA,32,27,59
2023/2024,08033602,ESCOLA CAN SERRA,08252,082520,BARBERÀ DEL VALLÈS,24,4,28
2023/2024,08033560,ESCOLA MÀRIUS TORRES,08101,081017,L'HOSPITALET DE LLOBREGAT,33,8,41
2023/2024,08033535,ESCOLA JOAN MARAGALL,08077,080771,ESPLUGUES DE LLOBREGAT,29,3,32
2023/2024,08033523,ESCOLA LA MUNTANYETA,08019,080193,BARCELONA,13,5,18
2023/2024,08033501,ESCOLA ANTONI BRUSI,08019,080193,BARCELONA,23,8,31
2023/2024,08033468,ESCOLA LA SALUT,08069,080692,COLLBATÓ,17,3,20
2023/2024,08033407,ESCOLA PURIFICACIÓ SALAS I XANDRI,08238,082384,SANT QUIRZE DEL VALLÈS,15,2,17
2023/2024,08033341,ESCOLA BANÚS,08245,082457,SANTA COLOMA DE GRAMENET,12,5,17
2023/2024,08032762,ESCOLA DOCTOR TRUETA,08301,083015,VILADECANS,29,1,30
2023/2024,08032750,ESCOLA PAU CASALS,08301,083015,VILADECANS,28,2,30
2023/2024,08032737,ESCOLA CAN RULL,08187,081878,SABADELL,24,7,31
2023/2024,08032725,ESCOLA HONORABLE JOSEP TARRADELLAS,08169,081691,EL PRAT DE LLOBREGAT,28,7,35
2023/2024,08032713,ESCOLA SANT JORDI,08124,081249,MOLLET DEL VALLÈS,22,4,26
2023/2024,08032658,ESCOLA L'ERAMPRUNYÀ,08089,080898,GAVÀ,29,2,31
2023/2024,08032634,ESCOLA FERRER I GUÀRDIA,08019,080193,BARCELONA,32,7,39
2023/2024,08032592,ESCOLA SANT JORDI,08264,082649,SANT VICENÇ DE MONTALT,15,2,17
2023/2024,08032580,ESCOLA CANIGÓ,08221,082212,SANT JUST DESVERN,27,5,32
2023/2024,08032521,ESCOLA VALL DE PALAU,08196,081960,SANT ANDREU DE LA BARCA,28,2,30
2023/2024,08032491,ESCOLA SANT VICENÇ,08124,081249,MOLLET DEL VALLÈS,25,3,28
2023/2024,08032476,ESCOLA PRAT DE LA RIBA,08077,080771,ESPLUGUES DE LLOBREGAT,17,4,21
2023/2024,08032351,ESCOLA PAU CASALS,08184,081846,RUBÍ,29,5,34
2023/2024,08032348,ESCOLA 25 DE SETEMBRE,08184,081846,RUBÍ,36,8,44
2023/2024,08032312,ESCOLA MIGUEL DE UNAMUNO,08245,082457,SANTA COLOMA DE GRAMENET,31,4,35
2023/2024,08032300,ESCOLA FRAY LUIS DE LEÓN,08245,082457,SANTA COLOMA DE GRAMENET,27,5,32
2023/2024,08031873,INSTITUT ARNAU CADELL,08205,082055,SANT CUGAT DEL VALLÈS,46,22,68
2023/2024,08031861,INSTITUT LEONARDO DA VINCI,08205,082055,SANT CUGAT DEL VALLÈS,49,21,70
2023/2024,08031836,INSTITUT ILLA DELS BANYOLS,08169,081691,EL PRAT DE LLOBREGAT,16,64,80
2023/2024,08031812,INSTITUT VALLDEMOSSA,08019,080193,BARCELONA,29,18,47
2023/2024,08031800,ESCOLA PAU CASALS,08019,080193,BARCELONA,14,4,18
2023/2024,08031794,ESCOLA PALMA DE MALLORCA,08019,080193,BARCELONA,19,2,21
2023/2024,08031770,INSTITUT CAN JOFRESA,08279,082798,TERRASSA,40,26,66
2023/2024,08031757,INSTITUT FORAT DEL VENT,08266,082665,CERDANYOLA DEL VALLÈS,42,23,65
2023/2024,08031711,INSTITUT MANUEL DE CABANYES,08307,083073,VILANOVA I LA GELTRÚ,56,34,90
2023/2024,08031681,INSTITUT FRANCESC XAVIER LLUCH I RAFECAS,08307,083073,VILANOVA I LA GELTRÚ,55,49,104
2023/2024,08031666,ESCOLA CANIGÓ,08307,083073,VILANOVA I LA GELTRÚ,27,6,33
2023/2024,08031484,ESCOLA GINESTA,08307,083073,VILANOVA I LA GELTRÚ,24,5,29
2023/2024,08031472,ESCOLA POMPEU FABRA,08307,083073,VILANOVA I LA GELTRÚ,24,5,29
2023/2024,08031460,ESCOLA TRENTAPASSES,08306,083067,VILALBA SASSERRA,15,1,16
2023/2024,08031459,INSTITUT EUGENI D'ORS,08305,083054,VILAFRANCA DEL PENEDÈS,59,45,104
2023/2024,08031332,ESCOLA JOSEP BALTÀ I ELIAS,08305,083054,VILAFRANCA DEL PENEDÈS,25,8,33
2023/2024,08031320,ESCOLA ESTALELLA I GRAELLS,08305,083054,VILAFRANCA DEL PENEDÈS,27,5,32
2023/2024,08031319,ESCOLA LLEBEIG,08304,083041,VILOBÍ DEL PENEDÈS,17,1,18
2023/2024,08031290,ESCOLA LES ROQUES,08303,083036,VILANOVA DE SAU,5,1,6
2023/2024,08031277,ESCOLA JOAN MARAGALL,08302,083020,VILANOVA DEL CAMÍ,27,5,32
2023/2024,08031228,INSTITUT TORRE ROJA,08301,083015,VILADECANS,71,47,118
2023/2024,08031204,ESCOLA EL GARROFER,08301,083015,VILADECANS,28,4,32
2023/2024,08031101,ESCOLA MONTSERRATINA,08301,083015,VILADECANS,27,3,30
2023/2024,08031083,ESCOLA ÀNGELA ROCA,08301,083015,VILADECANS,20,1,21
2023/2024,08031061,ESCOLA ROSELLA,08300,083008,VILADECAVALLS,29,3,32
2023/2024,08031046,ESCOLA SERRA DE PICAMILL - ZER BERGUEDÀ CENTRE,08299,082994,VILADA,5,1,6
2023/2024,08031034,INSTITUT JAUME CALLÍS,08298,082981,VIC,41,24,65
2023/2024,08031022,INSTITUT DE VIC,08298,082981,VIC,115,80,195
2023/2024,08031009,ESCOLA DOCTOR JOAQUIM SALARICH,08298,082981,VIC,34,5,39
2023/2024,08030819,ESCOLA SENTFORES,08298,082981,VIC,17,3,20
2023/2024,08030789,ESCOLA POMPEU FABRA,08295,082956,VALLIRANA,17,0,17
2023/2024,08030728,ESCOLA SERRAT VOLTOR - ZER ALT BERGUEDÀ,08293,082938,VALLCEBRE,3,0,3
2023/2024,08030698,ESCOLA JOSEP MASCLANS,08292,082922,VALLBONA D'ANOIA,10,5,15
2023/2024,08030686,ESCOLA PAU CASALS,08291,082917,VACARISSES,22,5,27
2023/2024,08030662,ESCOLA SERRALAVELLA,08290,082900,ULLASTRELL,22,3,25
2023/2024,08030637,ESCOLA GUERAU DE PEGUERA,08288,082883,TORRELLES DE FOIX,15,2,17
2023/2024,08030613,ESCOLA J.J. RÀFOLS,08287,082877,TORRELAVIT,10,4,14
2023/2024,08030595,ESCOLA TORRESCASANA,08286,082861,LA TORRE DE CLARAMUNT,11,6,17
2023/2024,08030583,ESCOLA LA TORRE,08286,082861,LA TORRE DE CLARAMUNT,15,1,16
2023/2024,08030522,ESCOLA VALL DEL GES,08285,082858,TORELLÓ,16,0,16
2023/2024,08030510,ESCOLA DOCTOR FORTIÀ I SOLÀ,08285,082858,TORELLÓ,28,2,30
2023/2024,08030467,ESCOLA IGNASI IGLESIAS,08284,082845,TORDERA,30,5,35
2023/2024,08030421,ESCOLA L'ERA DE DALT,08283,082830,TONA,24,5,29
2023/2024,08030388,ESCOLA LOLA ANGLADA,08282,082824,TIANA,26,4,30
2023/2024,08030364,ESCOLA EL CIM,08281,082819,TEIÀ,30,4,34
2023/2024,08030340,INSTITUT INVESTIGADOR BLANXART,08279,082798,TERRASSA,56,27,83
2023/2024,08030339,INSTITUT DE TERRASSA,08279,082798,TERRASSA,95,62,157
2023/2024,08030315,ESCOLA JOAN XXIII,08279,082798,TERRASSA,26,5,31
2023/2024,08030297,ESCOLA SALVADOR VINYALS I GALÍ,08279,082798,TERRASSA,18,2,20
2023/2024,08030285,ESCOLA AURÓ,08279,082798,TERRASSA,17,3,20
2023/2024,08030248,ESCOLA PAU VILA I DINARÈS,08279,082798,TERRASSA,34,3,37
2023/2024,08030212,ESCOLA JOSEP VENTALLÓ I VINTRÓ,08279,082798,TERRASSA,17,2,19
2023/2024,08030200,ESCOLA MARIÀ GALÍ GUIX,08279,082798,TERRASSA,15,2,17
